gene	Level1	Level2	Level3	Level4
MEF2D	Muscle cell	Myocytes	Myocytes	Myocytes
POPDC2	Muscle cell	Myocytes	Myocytes	Myocytes
CHODL	Muscle cell	Myocytes	Myocytes	Myocytes
MYLPF	Muscle cell	Myocytes	Myocytes	Myocytes
MYL1	Muscle cell	Myocytes	Myocytes	Myocytes
CKM	Muscle cell	Myocytes	Myocytes	Myocytes
TCAP	Muscle cell	Myocytes	Myocytes	Myocytes
MYOZ1	Muscle cell	Myocytes	Myocytes	Myocytes
PYGM	Muscle cell	Myocytes	Myocytes	Myocytes
ENO3	Muscle cell	Myocytes	Myocytes	Myocytes
THBS4	Muscle cell	Myocytes	Myocytes	Myocytes
ACTA2	Epithelial cell	Meso-epithelial cell	Myoepithelial cells	Myoepithelial cells
CNN1	Epithelial cell	Meso-epithelial cell	Myoepithelial cells	Myoepithelial cells
CA3	Epithelial cell	Meso-epithelial cell	Myoepithelial cells	Myoepithelial cells
MME	Epithelial cell	Meso-epithelial cell	Myoepithelial cells	Myoepithelial cells
CD109	Epithelial cell	Meso-epithelial cell	Myoepithelial cells	Myoepithelial cells
KRT14	Epithelial cell	Meso-epithelial cell	Myoepithelial cells	Myoepithelial cells
KRT17	Epithelial cell	Meso-epithelial cell	Myoepithelial cells	Myoepithelial cells
EGFR	Epithelial cell	Meso-epithelial cell	Myoepithelial cells	Myoepithelial cells
SERPINB5	Epithelial cell	Meso-epithelial cell	Myoepithelial cells	Myoepithelial cells
TP63	Epithelial cell	Meso-epithelial cell	Myoepithelial cells	Myoepithelial cells
NGFR	Epithelial cell	Meso-epithelial cell	Myoepithelial cells	Myoepithelial cells
CDH3	Epithelial cell	Meso-epithelial cell	Myoepithelial cells	Myoepithelial cells
MYH11	Epithelial cell	Meso-epithelial cell	Myoepithelial cells	Myoepithelial cells
FST	Epithelial cell	Meso-epithelial cell	Myoepithelial cells	Myoepithelial cells
ACTG2	Epithelial cell	Meso-epithelial cell	Myoepithelial cells	Myoepithelial cells
MDFI	Epithelial cell	Meso-epithelial cell	Myoepithelial cells	Myoepithelial cells
PXN	Epithelial cell	Meso-epithelial cell	Myoepithelial cells	Myoepithelial cells
LAMB3	Epithelial cell	Meso-epithelial cell	Myoepithelial cells	Myoepithelial cells
LAMC2	Epithelial cell	Meso-epithelial cell	Myoepithelial cells	Myoepithelial cells
GRWD1	Epithelial cell	Meso-epithelial cell	Myoepithelial cells	Myoepithelial cells
SPHK1	Epithelial cell	Meso-epithelial cell	Myoepithelial cells	Myoepithelial cells
SMIM3	Epithelial cell	Meso-epithelial cell	Myoepithelial cells	Myoepithelial cells
KRT5	Epithelial cell	Meso-epithelial cell	Myoepithelial cells	Myoepithelial cells
MYLK	Epithelial cell	Meso-epithelial cell	Myoepithelial cells	Myoepithelial cells
CDH11	Somatic cell	Myofibroblasts	Myofibroblasts	Myofibroblasts
DES	Somatic cell	Myofibroblasts	Myofibroblasts	Myofibroblasts
ACTA2	Somatic cell	Myofibroblasts	Myofibroblasts	Myofibroblasts
GFAP	Somatic cell	Myofibroblasts	Myofibroblasts	Myofibroblasts
TNS1	Somatic cell	Myofibroblasts	Myofibroblasts	Myofibroblasts
TAGLN	Somatic cell	Myofibroblasts	Myofibroblasts	Myofibroblasts
IL12RB2	Hematopoietic cell	T	Natural killer T cells	Natural killer T cells
IL17RA	Hematopoietic cell	T	Natural killer T cells	Natural killer T cells
IL12RB1	Hematopoietic cell	T	Natural killer T cells	Natural killer T cells
KLRB1	Hematopoietic cell	T	Natural killer T cells	Natural killer T cells
RORA	Hematopoietic cell	T	Natural killer T cells	Natural killer T cells
MAP3K8	Hematopoietic cell	T	Natural killer T cells	Natural killer T cells
GZMB	Hematopoietic cell	T	Natural killer T cells	Natural killer T cells
TNFRSF8	Hematopoietic cell	T	Natural killer T cells	Natural killer T cells
PRF1	Hematopoietic cell	T	Natural killer T cells	Natural killer T cells
IL2RB	Hematopoietic cell	T	Natural killer T cells	Natural killer T cells
ZBTB16	Hematopoietic cell	T	Natural killer T cells	Natural killer T cells
TBX21	Hematopoietic cell	T	Natural killer T cells	Natural killer T cells
GATA3	Hematopoietic cell	T	Natural killer T cells	Natural killer T cells
S1PR1	Hematopoietic cell	T	Natural killer T cells	Natural killer T cells
STYK1	Hematopoietic cell	T	Natural killer T cells	Natural killer T cells
TCF7	Hematopoietic cell	T	Natural killer T cells	Natural killer T cells
SLAMF7	Hematopoietic cell	T	Natural killer T cells	Natural killer T cells
CXCR4	Hematopoietic cell	T	Natural killer T cells	Natural killer T cells
SOX1	Neural cell	Glial cell	Radial glia cell	Neural stem/precursor cells
PROM1	Neural cell	Glial cell	Radial glia cell	Neural stem/precursor cells
SP8	Neural cell	Glial cell	Radial glia cell	Neural stem/precursor cells
GFAP	Neural cell	Glial cell	Radial glia cell	Neural stem/precursor cells
SOX3	Neural cell	Glial cell	Radial glia cell	Neural stem/precursor cells
NEUROD4	Neural cell	Glial cell	Radial glia cell	Neural stem/precursor cells
NEUROG1	Neural cell	Glial cell	Radial glia cell	Neural stem/precursor cells
NEUROG2	Neural cell	Glial cell	Radial glia cell	Neural stem/precursor cells
NHLH1	Neural cell	Glial cell	Radial glia cell	Neural stem/precursor cells
PPP1R17	Neural cell	Glial cell	Radial glia cell	Neural stem/precursor cells
TMTC4	Neural cell	Glial cell	Radial glia cell	Neural stem/precursor cells
EOMES	Neural cell	Glial cell	Radial glia cell	Neural stem/precursor cells
PLEKHH2	Neural cell	Glial cell	Radial glia cell	Neural stem/precursor cells
TLR3	Neural cell	Glial cell	Radial glia cell	Neural stem/precursor cells
PARP12	Neural cell	Glial cell	Radial glia cell	Neural stem/precursor cells
P2RX7	Neural cell	Glial cell	Radial glia cell	Neural stem/precursor cells
INAFM2	Neural cell	Glial cell	Radial glia cell	Neural stem/precursor cells
IGFBP3	Neural cell	Glial cell	Radial glia cell	Neural stem/precursor cells
IFIT1	Neural cell	Glial cell	Radial glia cell	Neural stem/precursor cells
IFI44	Neural cell	Glial cell	Radial glia cell	Neural stem/precursor cells
MGAT5	Neural cell	Glial cell	Radial glia cell	Neural stem/precursor cells
DLX2	Neural cell	Glial cell	Radial glia cell	Neural stem/precursor cells
RND3	Neural cell	Glial cell	Radial glia cell	Neural stem/precursor cells
DLX5	Neural cell	Glial cell	Radial glia cell	Neural stem/precursor cells
SP9	Neural cell	Glial cell	Radial glia cell	Neural stem/precursor cells
POU3F4	Neural cell	Glial cell	Radial glia cell	Neural stem/precursor cells
BARHL2	Neural cell	Glial cell	Radial glia cell	Neural stem/precursor cells
LHX9	Neural cell	Glial cell	Radial glia cell	Neural stem/precursor cells
SHOX2	Neural cell	Glial cell	Radial glia cell	Neural stem/precursor cells
DBX1	Neural cell	Glial cell	Radial glia cell	Neural stem/precursor cells
DLL3	Neural cell	Glial cell	Radial glia cell	Neural stem/precursor cells
PITX2	Neural cell	Glial cell	Radial glia cell	Neural stem/precursor cells
OTX1	Neural cell	Glial cell	Radial glia cell	Neural stem/precursor cells
ARX	Neural cell	Glial cell	Radial glia cell	Neural stem/precursor cells
NXPH1	Neural cell	Glial cell	Radial glia cell	Neural stem/precursor cells
TOX3	Neural cell	Glial cell	Radial glia cell	Neural stem/precursor cells
ASCL2	Neural cell	Glial cell	Radial glia cell	Neural stem/precursor cells
HES5	Neural cell	Glial cell	Radial glia cell	Neural stem/precursor cells
HOPX	Neural cell	Glial cell	Radial glia cell	Neural stem/precursor cells
NEUROD1	Neural cell	Glial cell	Radial glia cell	Neural stem/precursor cells
PRSS56	Neural cell	Glial cell	Radial glia cell	Neural stem/precursor cells
DLX1	Neural cell	Glial cell	Radial glia cell	Neural stem/precursor cells
NTNG1	Precursor cell	Neuroblasts	Neuroblasts	Neuroblasts
TSHZ1	Precursor cell	Neuroblasts	Neuroblasts	Neuroblasts
SP9	Precursor cell	Neuroblasts	Neuroblasts	Neuroblasts
SP8	Precursor cell	Neuroblasts	Neuroblasts	Neuroblasts
PROK2	Precursor cell	Neuroblasts	Neuroblasts	Neuroblasts
ASCL1	Precursor cell	Neuroblasts	Neuroblasts	Neuroblasts
DLL3	Precursor cell	Neuroblasts	Neuroblasts	Neuroblasts
SALL3	Precursor cell	Neuroblasts	Neuroblasts	Neuroblasts
DRAXIN	Precursor cell	Neuroblasts	Neuroblasts	Neuroblasts
ERBB4	Precursor cell	Neuroblasts	Neuroblasts	Neuroblasts
TRIM32	Precursor cell	Neuroblasts	Neuroblasts	Neuroblasts
EOMES	Precursor cell	Neuroblasts	Neuroblasts	Neuroblasts
CUX2	Precursor cell	Neuroblasts	Neuroblasts	Neuroblasts
ISL1	Precursor cell	Neuroblasts	Neuroblasts	Neuroblasts
PHF1	Precursor cell	Neuroblasts	Neuroblasts	Neuroblasts
NEUROG1	Precursor cell	Neuroblasts	Neuroblasts	Neuroblasts
NKX6-1	Precursor cell	Neuroblasts	Neuroblasts	Neuroblasts
NEUROG2	Precursor cell	Neuroblasts	Neuroblasts	Neuroblasts
MAPK7	Precursor cell	Neuroblasts	Neuroblasts	Neuroblasts
PROKR2	Precursor cell	Neuroblasts	Neuroblasts	Neuroblasts
POU6F2	Precursor cell	Neuroblasts	Neuroblasts	Neuroblasts
EFNA2	Precursor cell	Neuroblasts	Neuroblasts	Neuroblasts
CCKAR	Precursor cell	Neuroblasts	Neuroblasts	Neuroblasts
CCKBR	Precursor cell	Neuroblasts	Neuroblasts	Neuroblasts
GRM5	Precursor cell	Neuroblasts	Neuroblasts	Neuroblasts
DLX2	Precursor cell	Neuroblasts	Neuroblasts	Neuroblasts
MARK2	Precursor cell	Neuroblasts	Neuroblasts	Neuroblasts
LRP8	Precursor cell	Neuroblasts	Neuroblasts	Neuroblasts
VLDLR	Precursor cell	Neuroblasts	Neuroblasts	Neuroblasts
DAB1	Precursor cell	Neuroblasts	Neuroblasts	Neuroblasts
EGFR	Precursor cell	Neuroblasts	Neuroblasts	Neuroblasts
SIRT1	Precursor cell	Neuroblasts	Neuroblasts	Neuroblasts
NEUROD1	Precursor cell	Neuroblasts	Neuroblasts	Neuroblasts
SCGN	Precursor cell	Neuroblasts	Neuroblasts	Neuroblasts
KLK3	Precursor cell	Neuroblasts	Neuroblasts	Neuroblasts
NES	Precursor cell	Neuroblasts	Neuroblasts	Neuroblasts
WT1	Precursor cell	Neuroblasts	Neuroblasts	Neuroblasts
ZBED4	Precursor cell	Neuroblasts	Neuroblasts	Neuroblasts
PROS1	Precursor cell	Neuroblasts	Neuroblasts	Neuroblasts
PPP1R1B	Epithelial cell	Ecto-epithelial cell	Secretory cell	Neuroendocrine cells
MKL2	Epithelial cell	Ecto-epithelial cell	Secretory cell	Neuroendocrine cells
FXYD7	Epithelial cell	Ecto-epithelial cell	Secretory cell	Neuroendocrine cells
DPF1	Epithelial cell	Ecto-epithelial cell	Secretory cell	Neuroendocrine cells
PENK	Epithelial cell	Ecto-epithelial cell	Secretory cell	Neuroendocrine cells
GRM5	Epithelial cell	Ecto-epithelial cell	Secretory cell	Neuroendocrine cells
SFXN5	Epithelial cell	Ecto-epithelial cell	Secretory cell	Neuroendocrine cells
TAC1	Epithelial cell	Ecto-epithelial cell	Secretory cell	Neuroendocrine cells
CCDC85C	Epithelial cell	Ecto-epithelial cell	Secretory cell	Neuroendocrine cells
ATXN1	Epithelial cell	Ecto-epithelial cell	Secretory cell	Neuroendocrine cells
GPR88	Epithelial cell	Ecto-epithelial cell	Secretory cell	Neuroendocrine cells
PDE10A	Epithelial cell	Ecto-epithelial cell	Secretory cell	Neuroendocrine cells
SST	Epithelial cell	Ecto-epithelial cell	Secretory cell	Neuroendocrine cells
CXCL14	Epithelial cell	Ecto-epithelial cell	Secretory cell	Neuroendocrine cells
NPY	Epithelial cell	Ecto-epithelial cell	Secretory cell	Neuroendocrine cells
NRGN	Epithelial cell	Ecto-epithelial cell	Secretory cell	Neuroendocrine cells
SCN2B	Epithelial cell	Ecto-epithelial cell	Secretory cell	Neuroendocrine cells
SPOCK1	Epithelial cell	Ecto-epithelial cell	Secretory cell	Neuroendocrine cells
NEGR1	Epithelial cell	Ecto-epithelial cell	Secretory cell	Neuroendocrine cells
DUSP26	Epithelial cell	Ecto-epithelial cell	Secretory cell	Neuroendocrine cells
ARHGDIG	Epithelial cell	Ecto-epithelial cell	Secretory cell	Neuroendocrine cells
CCK	Epithelial cell	Ecto-epithelial cell	Secretory cell	Neuroendocrine cells
PRSS12	Epithelial cell	Ecto-epithelial cell	Secretory cell	Neuroendocrine cells
SERPINI1	Epithelial cell	Ecto-epithelial cell	Secretory cell	Neuroendocrine cells
NKX2-2	Epithelial cell	Ecto-epithelial cell	Secretory cell	Neuroendocrine cells
RBFOX3	Neural cell	Neuron	Neurons	Neurons
CHAT	Neural cell	Neuron	Neurons	Neurons
TH	Neural cell	Neuron	Neurons	Neurons
CALB1	Neural cell	Neuron	Neurons	Neurons
CALB2	Neural cell	Neuron	Neurons	Neurons
ISL1	Neural cell	Neuron	Neurons	Neurons
EPO	Neural cell	Neuron	Neurons	Neurons
CSF3	Neural cell	Neuron	Neurons	Neurons
NEFH	Neural cell	Neuron	Neurons	Neurons
NEFM	Neural cell	Neuron	Neurons	Neurons
DLG4	Neural cell	Neuron	Neurons	Neurons
SLC12A5	Neural cell	Neuron	Neurons	Neurons
GABRA1	Neural cell	Neuron	Neurons	Neurons
AQP1	Neural cell	Neuron	Neurons	Neurons
IFIT3	Neural cell	Neuron	Neurons	Neurons
SLC11A1	Neural cell	Neuron	Neurons	Neurons
TFF3	Neural cell	Neuron	Neurons	Neurons
SLC1A1	Neural cell	Neuron	Neurons	Neurons
CXCL1	Neural cell	Neuron	Neurons	Neurons
CXCR5	Neural cell	Neuron	Neurons	Neurons
AIM2	Neural cell	Neuron	Neurons	Neurons
MATN2	Neural cell	Neuron	Neurons	Neurons
SLC36A4	Neural cell	Neuron	Neurons	Neurons
PRPH	Neural cell	Neuron	Neurons	Neurons
MECP2	Neural cell	Neuron	Neurons	Neurons
RIN1	Neural cell	Neuron	Neurons	Neurons
OMP	Neural cell	Neuron	Neurons	Neurons
GHSR	Neural cell	Neuron	Neurons	Neurons
NPY	Neural cell	Neuron	Neurons	Neurons
AGRP	Neural cell	Neuron	Neurons	Neurons
STX1A	Neural cell	Neuron	Neurons	Neurons
SCN2B	Neural cell	Neuron	Neurons	Neurons
DISP2	Neural cell	Neuron	Neurons	Neurons
CBARP	Neural cell	Neuron	Neurons	Neurons
B3GAT2	Neural cell	Neuron	Neurons	Neurons
FMO1	Neural cell	Neuron	Neurons	Neurons
FBLN2	Neural cell	Neuron	Neurons	Neurons
SHISA2	Neural cell	Neuron	Neurons	Neurons
LUZP2	Neural cell	Neuron	Neurons	Neurons
SCRG1	Neural cell	Neuron	Neurons	Neurons
FAM181B	Neural cell	Neuron	Neurons	Neurons
IGF1	Neural cell	Neuron	Neurons	Neurons
CTXN2	Neural cell	Neuron	Neurons	Neurons
TMEM130	Neural cell	Neuron	Neurons	Neurons
DZANK1	Neural cell	Neuron	Neurons	Neurons
ACSL4	Neural cell	Neuron	Neurons	Neurons
CLSTN3	Neural cell	Neuron	Neurons	Neurons
ARHGDIG	Neural cell	Neuron	Neurons	Neurons
HAP1	Neural cell	Neuron	Neurons	Neurons
NRSN2	Neural cell	Neuron	Neurons	Neurons
ABAT	Neural cell	Neuron	Neurons	Neurons
HDAC11	Neural cell	Neuron	Neurons	Neurons
SLC30A9	Neural cell	Neuron	Neurons	Neurons
SCAMP1	Neural cell	Neuron	Neurons	Neurons
MAGEE1	Neural cell	Neuron	Neurons	Neurons
NCALD	Neural cell	Neuron	Neurons	Neurons
COPG1	Neural cell	Neuron	Neurons	Neurons
KCNC1	Neural cell	Neuron	Neurons	Neurons
FBXW7	Neural cell	Neuron	Neurons	Neurons
GABRG2	Neural cell	Neuron	Neurons	Neurons
NMT1	Neural cell	Neuron	Neurons	Neurons
ZRSR1	Neural cell	Neuron	Neurons	Neurons
RGS17	Neural cell	Neuron	Neurons	Neurons
TMEM91	Neural cell	Neuron	Neurons	Neurons
CDK5	Neural cell	Neuron	Neurons	Neurons
RNF220	Neural cell	Neuron	Neurons	Neurons
RASGRF1	Neural cell	Neuron	Neurons	Neurons
TCEAL6	Neural cell	Neuron	Neurons	Neurons
TMEM179	Neural cell	Neuron	Neurons	Neurons
NICN1	Neural cell	Neuron	Neurons	Neurons
NAPG	Neural cell	Neuron	Neurons	Neurons
CMIP	Neural cell	Neuron	Neurons	Neurons
ZMYND11	Neural cell	Neuron	Neurons	Neurons
RHBDD2	Neural cell	Neuron	Neurons	Neurons
ST8SIA3	Neural cell	Neuron	Neurons	Neurons
MATK	Neural cell	Neuron	Neurons	Neurons
TRO	Neural cell	Neuron	Neurons	Neurons
AKAP8L	Neural cell	Neuron	Neurons	Neurons
DUSP26	Neural cell	Neuron	Neurons	Neurons
SYT5	Neural cell	Neuron	Neurons	Neurons
GAD1	Neural cell	Neuron	Neurons	Neurons
FLYWCH1	Neural cell	Neuron	Neurons	Neurons
RIT2	Neural cell	Neuron	Neurons	Neurons
TCEAL5	Neural cell	Neuron	Neurons	Neurons
PNCK	Neural cell	Neuron	Neurons	Neurons
TMEM59L	Neural cell	Neuron	Neurons	Neurons
TCEAL3	Neural cell	Neuron	Neurons	Neurons
GPRASP2	Neural cell	Neuron	Neurons	Neurons
MAP7D2	Neural cell	Neuron	Neurons	Neurons
MIAT	Neural cell	Neuron	Neurons	Neurons
GRIA3	Neural cell	Neuron	Neurons	Neurons
NBEA	Neural cell	Neuron	Neurons	Neurons
SFSWAP	Neural cell	Neuron	Neurons	Neurons
WDR60	Neural cell	Neuron	Neurons	Neurons
SCN1A	Neural cell	Neuron	Neurons	Neurons
RNPC3	Neural cell	Neuron	Neurons	Neurons
HOXC8	Neural cell	Neuron	Neurons	Neurons
RERE	Neural cell	Neuron	Neurons	Neurons
SCN8A	Neural cell	Neuron	Neurons	Neurons
TRIP11	Neural cell	Neuron	Neurons	Neurons
EML5	Neural cell	Neuron	Neurons	Neurons
KMT2C	Neural cell	Neuron	Neurons	Neurons
AAK1	Neural cell	Neuron	Neurons	Neurons
SAFB2	Neural cell	Neuron	Neurons	Neurons
SACS	Neural cell	Neuron	Neurons	Neurons
RYR2	Neural cell	Neuron	Neurons	Neurons
CSPP1	Neural cell	Neuron	Neurons	Neurons
GRIA4	Neural cell	Neuron	Neurons	Neurons
CHD6	Neural cell	Neuron	Neurons	Neurons
ZCCHC7	Neural cell	Neuron	Neurons	Neurons
GPATCH8	Neural cell	Neuron	Neurons	Neurons
PCLO	Neural cell	Neuron	Neurons	Neurons
PROX1	Neural cell	Neuron	Neurons	Neurons
NRGN	Neural cell	Neuron	Neurons	Neurons
PPP1R14C	Neural cell	Neuron	Neurons	Neurons
SYNPR	Neural cell	Neuron	Neurons	Neurons
CCDC28B	Neural cell	Neuron	Neurons	Neurons
KCNK1	Neural cell	Neuron	Neurons	Neurons
CNRIP1	Neural cell	Neuron	Neurons	Neurons
FRRS1L	Neural cell	Neuron	Neurons	Neurons
FAM69B	Neural cell	Neuron	Neurons	Neurons
GPR162	Neural cell	Neuron	Neurons	Neurons
CACNG2	Neural cell	Neuron	Neurons	Neurons
SPOCK3	Neural cell	Neuron	Neurons	Neurons
RGS7BP	Neural cell	Neuron	Neurons	Neurons
DNM3	Neural cell	Neuron	Neurons	Neurons
TMEM191C	Neural cell	Neuron	Neurons	Neurons
SLC6A17	Neural cell	Neuron	Neurons	Neurons
DNER	Neural cell	Neuron	Neurons	Neurons
GRM5	Neural cell	Neuron	Neurons	Neurons
CNTNAP2	Neural cell	Neuron	Neurons	Neurons
CPLX1	Neural cell	Neuron	Neurons	Neurons
SLC32A1	Neural cell	Neuron	Neurons	Neurons
DLGAP1	Neural cell	Neuron	Neurons	Neurons
PPP1R9A	Neural cell	Neuron	Neurons	Neurons
ZCCHC12	Neural cell	Neuron	Neurons	Neurons
ATP6V1H	Neural cell	Neuron	Neurons	Neurons
HPCA	Neural cell	Neuron	Neurons	Neurons
CHN1	Neural cell	Neuron	Neurons	Neurons
CPNE6	Neural cell	Neuron	Neurons	Neurons
PDE1A	Neural cell	Neuron	Neurons	Neurons
CCK	Neural cell	Neuron	Neurons	Neurons
RIMS3	Neural cell	Neuron	Neurons	Neurons
OGFOD1	Neural cell	Neuron	Neurons	Neurons
CELF6	Neural cell	Neuron	Neurons	Neurons
AVP	Neural cell	Neuron	Neurons	Neurons
RORA	Neural cell	Neuron	Neurons	Neurons
VGF	Neural cell	Neuron	Neurons	Neurons
PCSK2	Neural cell	Neuron	Neurons	Neurons
CHODL	Neural cell	Neuron	Neurons	Neurons
NECAB2	Neural cell	Neuron	Neurons	Neurons
KCNMA1	Neural cell	Neuron	Neurons	Neurons
CACNB3	Neural cell	Neuron	Neurons	Neurons
NWD2	Neural cell	Neuron	Neurons	Neurons
ZIC1	Neural cell	Neuron	Neurons	Neurons
TESC	Neural cell	Neuron	Neurons	Neurons
NECAB3	Neural cell	Neuron	Neurons	Neurons
NRN1	Neural cell	Neuron	Neurons	Neurons
GABBR2	Neural cell	Neuron	Neurons	Neurons
SLC17A7	Neural cell	Neuron	Neurons	Neurons
DGKB	Neural cell	Neuron	Neurons	Neurons
CACNB4	Neural cell	Neuron	Neurons	Neurons
CTTNBP2	Neural cell	Neuron	Neurons	Neurons
PPP1R1B	Neural cell	Neuron	Neurons	Neurons
PTK2B	Neural cell	Neuron	Neurons	Neurons
DDN	Neural cell	Neuron	Neurons	Neurons
ICAM5	Neural cell	Neuron	Neurons	Neurons
VSNL1	Neural cell	Neuron	Neurons	Neurons
PACSIN1	Neural cell	Neuron	Neurons	Neurons
CACNA2D1	Neural cell	Neuron	Neurons	Neurons
SGIP1	Neural cell	Neuron	Neurons	Neurons
ATP6V0A1	Neural cell	Neuron	Neurons	Neurons
MYO5A	Neural cell	Neuron	Neurons	Neurons
DYNC1I1	Neural cell	Neuron	Neurons	Neurons
PRUNE2	Neural cell	Neuron	Neurons	Neurons
CACNA2D2	Neural cell	Neuron	Neurons	Neurons
SLC17A6	Neural cell	Neuron	Neurons	Neurons
MME	Hematopoietic cell	Granulocyte	Neutrophils	Neutrophils
ITGAM	Hematopoietic cell	Granulocyte	Neutrophils	Neutrophils
ITGAX	Hematopoietic cell	Granulocyte	Neutrophils	Neutrophils
FUT4	Hematopoietic cell	Granulocyte	Neutrophils	Neutrophils
FCGR3A	Hematopoietic cell	Granulocyte	Neutrophils	Neutrophils
CD33	Hematopoietic cell	Granulocyte	Neutrophils	Neutrophils
SELL	Hematopoietic cell	Granulocyte	Neutrophils	Neutrophils
CEACAM8	Hematopoietic cell	Granulocyte	Neutrophils	Neutrophils
C5AR1	Hematopoietic cell	Granulocyte	Neutrophils	Neutrophils
CXCR1	Hematopoietic cell	Granulocyte	Neutrophils	Neutrophils
CXCR2	Hematopoietic cell	Granulocyte	Neutrophils	Neutrophils
JAML	Hematopoietic cell	Granulocyte	Neutrophils	Neutrophils
TLR2	Hematopoietic cell	Granulocyte	Neutrophils	Neutrophils
MYLK	Hematopoietic cell	Granulocyte	Neutrophils	Neutrophils
MPO	Hematopoietic cell	Granulocyte	Neutrophils	Neutrophils
CD24	Hematopoietic cell	Granulocyte	Neutrophils	Neutrophils
CEACAM1	Hematopoietic cell	Granulocyte	Neutrophils	Neutrophils
FCGR1A	Hematopoietic cell	Granulocyte	Neutrophils	Neutrophils
CRP	Hematopoietic cell	Granulocyte	Neutrophils	Neutrophils
LCN2	Hematopoietic cell	Granulocyte	Neutrophils	Neutrophils
DEFA1	Hematopoietic cell	Granulocyte	Neutrophils	Neutrophils
DEFA3	Hematopoietic cell	Granulocyte	Neutrophils	Neutrophils
LTF	Hematopoietic cell	Granulocyte	Neutrophils	Neutrophils
